spectra,site,site_name,state,plot,species,height,age,height_age,measurement_type,measurement,sample_name,sample_year,sample_type,instrumentation,calibration,wavelengths,column_units,project,pi,affiliation
OF03_BEAL_T_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,BEAL,T,NA,T,LC,REFL,OF03_BEAL_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_B2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,B,2,B2,LC,REFL,OF03_TSCA_B2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_B3_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,B,3,B3,LC,REFL,OF03_TSCA_B3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_BN_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,B,N,BN,LC,REFL,OF03_TSCA_BN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_BNSAMP2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,B,N,BN,LC,REFL,OF03_TSCA_BNSAMP2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_M2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,M,2,M2,LC,REFL,OF03_TSCA_M2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_M3_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,M,3,M3,LC,REFL,OF03_TSCA_M3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_MN_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,M,N,MN,LC,REFL,OF03_TSCA_MN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_MNSAMP2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,M,N,MN,LC,REFL,OF03_TSCA_MNSAMP2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_T2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,T,2,T2,LC,REFL,OF03_TSCA_T2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_T3_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,T,3,T3,LC,REFL,OF03_TSCA_T3,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_TN_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,T,N,TN,LC,REFL,OF03_TSCA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_TNSAMP2_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,T,N,TN,LC,REFL,OF03_TSCA_TNSAMP2,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF03_TSCA_TO_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF03,TSCA,T,O,TO,LC,REFL,OF03_TSCA_TO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF04_ACSM_B_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF04,ACSM,B,NA,B,LC,REFL,OF04_ACSM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF04_ACSM_M_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF04,ACSM,M,NA,M,LC,REFL,OF04_ACSM_M,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF04_ACSM_T_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF04,ACSM,T,NA,T,LC,REFL,OF04_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_ABBA_TN_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,ABBA,T,N,TN,LC,REFL,OF05_ABBA_TN,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_ABBA_TO_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,ABBA,T,O,TO,LC,REFL,OF05_ABBA_TO,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_ACSM_B_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,ACSM,B,NA,B,LC,REFL,OF05_ACSM_B,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_ACSM_T_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,ACSM,T,NA,T,LC,REFL,OF05_ACSM_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_FRPE_T_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,FRPE,T,NA,T,LC,REFL,OF05_FRPE_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
OF05_POTR_T_LC_REFL,OF,Ottawa NF / Sylvania Wilderness,Michigan,OF05,POTR,T,NA,T,LC,REFL,OF05_POTR_T,2009,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_ACSM_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,ACSM,B,NA,B,LC,REFL,PB01_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_ACSM_M_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,ACSM,M,NA,M,LC,REFL,PB01_ACSM_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_ACSM_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,ACSM,T,NA,T,LC,REFL,PB01_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_B2_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,B,2,B2,LC,REFL,PB01_TSCA_B2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_B3_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,B,3,B3,LC,REFL,PB01_TSCA_B3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_BN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,B,N,BN,LC,REFL,PB01_TSCA_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_M2_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,M,2,M2,LC,REFL,PB01_TSCA_M2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_M3_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,M,3,M3,LC,REFL,PB01_TSCA_M3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_MN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,M,N,MN,LC,REFL,PB01_TSCA_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_T2_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,T,2,T2,LC,REFL,PB01_TSCA_T2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_T3_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,T,3,T3,LC,REFL,PB01_TSCA_T3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB01_TSCA_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB01,TSCA,T,N,TN,LC,REFL,PB01_TSCA_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_B2_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,B,2,B2,LC,REFL,PB02_ABBA_B2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_B3_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,B,3,B3,LC,REFL,PB02_ABBA_B3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_BN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,B,N,BN,LC,REFL,PB02_ABBA_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_T2_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,T,2,T2,LC,REFL,PB02_ABBA_T2,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_T3_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,T,3,T3,LC,REFL,PB02_ABBA_T3,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ABBA_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ABBA,T,N,TN,LC,REFL,PB02_ABBA_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ACRU_M_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ACRU,M,NA,M,LC,REFL,PB02_ACRU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ACRU_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ACRU,T,NA,T,LC,REFL,PB02_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_ACSM_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,ACSM,B,NA,B,LC,REFL,PB02_ACSM_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_QURU_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,QURU,B,NA,B,LC,REFL,PB02_QURU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_QURU_M_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,QURU,M,NA,M,LC,REFL,PB02_QURU_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB02_QURU_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB02,QURU,T,NA,T,LC,REFL,PB02_QURU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB03_ACSM_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB03,ACSM,T,NA,T,LC,REFL,PB03_ACSM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB03_POTR_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB03,POTR,B,NA,B,LC,REFL,PB03_POTR_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB03_POTR_M_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB03,POTR,M,NA,M,LC,REFL,PB03_POTR_M,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB03_POTR_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB03,POTR,T,NA,T,LC,REFL,PB03_POTR_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_ACRU_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,ACRU,B,NA,B,LC,REFL,PB04_ACRU_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_ACRU_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,ACRU,T,NA,T,LC,REFL,PB04_ACRU_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIRE_MN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIRE,M,N,MN,LC,REFL,PB04_PIRE_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIRE_MO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIRE,M,O,MO,LC,REFL,PB04_PIRE_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIRE_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIRE,T,N,TN,LC,REFL,PB04_PIRE_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIRE_TO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIRE,T,O,TO,LC,REFL,PB04_PIRE_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIST_MN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIST,M,N,MN,LC,REFL,PB04_PIST_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIST_MO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIST,M,O,MO,LC,REFL,PB04_PIST_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIST_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIST,T,N,TN,LC,REFL,PB04_PIST_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB04_PIST_TO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB04,PIST,T,O,TO,LC,REFL,PB04_PIST_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_BN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,B,N,BN,LC,REFL,PB05_PIBA_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_BO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,B,O,BO,LC,REFL,PB05_PIBA_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_MN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,M,N,MN,LC,REFL,PB05_PIBA_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_MO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,M,O,MO,LC,REFL,PB05_PIBA_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,T,N,TN,LC,REFL,PB05_PIBA_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_PIBA_TO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,PIBA,T,O,TO,LC,REFL,PB05_PIBA_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_QUEL_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,QUEL,B,NA,B,LC,REFL,PB05_QUEL_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_QUEL_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,QUEL,T,NA,T,LC,REFL,PB05_QUEL_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_QUMA_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,QUMA,B,NA,B,LC,REFL,PB05_QUMA_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB05_QUMA_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB05,QUMA,T,NA,T,LC,REFL,PB05_QUMA_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_BN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,B,N,BN,LC,REFL,PB06_PIRE_BN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_BO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,B,O,BO,LC,REFL,PB06_PIRE_BO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_MN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,M,N,MN,LC,REFL,PB06_PIRE_MN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_MO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,M,O,MO,LC,REFL,PB06_PIRE_MO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_TN_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,T,N,TN,LC,REFL,PB06_PIRE_TN,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_PIRE_TO_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,PIRE,T,O,TO,LC,REFL,PB06_PIRE_TO,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_QUMA_B_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,QUMA,B,NA,B,LC,REFL,PB06_QUMA_B,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB06_QUMA_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB06,QUMA,T,NA,T,LC,REFL,PB06_QUMA_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
PB07_COAM_T_LC_REFL,PB,Bayfield / Pine Barrens,Wisconsin,PB07,COAM,T,NA,T,LC,REFL,PB07_COAM_T,2008,Vegetation,ASD FieldSpec 3,Spectralon Ratio,Nanometers,Percent,NASA Forest Functional Types,Philip A. Townsend,FERST - University of Wisconsin Madison
